text,scenario_id,standard_name,relevance,role,unit,source,group_id,split,training_angle
GAS_FLOW(Nm3/h),steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_parenthesis,2081aa8835958b72,external_train,unit_parenthesis
GAS_FLOW_NM3H(Nm3/h),steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_parenthesis,ea3abcd4b445a90f,external_train,unit_parenthesis
GAS_FLOW_NM3H__Nm3/h__AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_channel_mix,7760654af95c8809,external_train,unit_channel_mix
GAS_FLOW__Nm3/h__AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_channel_mix,2bea91f0b90e7201,external_train,unit_channel_mix
PLC01.GAS_FLOW.VALUE,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,f72bb08491d94103,external_train,plc_vendor_envelope
PLC01.GAS_FLOW_NM3H.VALUE,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,3509d7fa00066710,external_train,plc_vendor_envelope
PLC01.煤气流量.VALUE,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,2eeabdaad8444f3e,external_train,plc_vendor_envelope
PLC01.燃气流量.VALUE,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,201f6eb6a353846d,external_train,plc_vendor_envelope
gas_flow_nm3h_raw,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,03aa3e8e86de0ea5,external_train,case_and_suffix_noise
gas_flow_raw,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,d0f82e3afc6eaeef,external_train,case_and_suffix_noise
煤气流量,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:separator_noise,5dc2b7c4b1809921,external_train,separator_noise
煤气流量(Nm3/h),steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_parenthesis,9560a47fc0ae5f96,external_train,unit_parenthesis
煤气流量__Nm3/h__AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_channel_mix,76a08632046d6140,external_train,unit_channel_mix
煤气流量_raw,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,a6196602dcf8050e,external_train,case_and_suffix_noise
燃气流量,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:separator_noise,7aed07b578c68095,external_train,separator_noise
燃气流量(Nm3/h),steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_parenthesis,16196b61cd0e4b70,external_train,unit_parenthesis
燃气流量__Nm3/h__AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:unit_channel_mix,13411c2e4b887133,external_train,unit_channel_mix
燃气流量_raw,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,f1eb0feafbd7d926,external_train,case_and_suffix_noise
2号线_HEAT_ID_测点A12,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:equipment_channel_context,b167dbefbebc15e2,external_train,equipment_channel_context
2号线_heat_id_测点A12,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:equipment_channel_context,e041df5ef3139a5d,external_train,equipment_channel_context
2号线_批次号_测点A12,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:equipment_channel_context,358697471387aeae,external_train,equipment_channel_context
2号线_炉号_测点A12,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:equipment_channel_context,eaf3afcca114311f,external_train,equipment_channel_context
2号线_炉次号_测点A12,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:equipment_channel_context,d0ccefab21465b22,external_train,equipment_channel_context
DCS-A-HEAT_ID-PV-07,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:dcs_vendor_envelope,0ae9500e391c09e1,external_train,dcs_vendor_envelope
DCS-A-heat_id-PV-07,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:dcs_vendor_envelope,75b6b8dcb8f44f63,external_train,dcs_vendor_envelope
DCS-A-批次号-PV-07,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:dcs_vendor_envelope,ecffca8e8d71e786,external_train,dcs_vendor_envelope
DCS-A-炉号-PV-07,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:dcs_vendor_envelope,6248d9309f10ab42,external_train,dcs_vendor_envelope
DCS-A-炉次号-PV-07,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:dcs_vendor_envelope,e8eb5b7594904209,external_train,dcs_vendor_envelope
HEAT.ID,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:separator_noise,8e98e5c2f96c3e84,external_train,separator_noise
PLC01.HEAT_ID.VALUE,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:plc_vendor_envelope,30360a0bdb1aa852,external_train,plc_vendor_envelope
PLC01.heat_id.VALUE,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:plc_vendor_envelope,f70dc1e1a206fab1,external_train,plc_vendor_envelope
PLC01.批次号.VALUE,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:plc_vendor_envelope,5889a6797e59bb6a,external_train,plc_vendor_envelope
PLC01.炉号.VALUE,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:plc_vendor_envelope,65d884b637669fdd,external_train,plc_vendor_envelope
PLC01.炉次号.VALUE,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:plc_vendor_envelope,455455b4689e69dd,external_train,plc_vendor_envelope
heat.id,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:separator_noise,9c61eec6c8d8b78b,external_train,separator_noise
heat_id_raw,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:case_and_suffix_noise,773b61e89f7a25b8,external_train,case_and_suffix_noise
批次号,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:separator_noise,a2da822b451c49ce,external_train,separator_noise
批次号_raw,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:case_and_suffix_noise,57afd3cee64c9589,external_train,case_and_suffix_noise
炉号,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:separator_noise,9c37b74740d6a75e,external_train,separator_noise
炉号_raw,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:case_and_suffix_noise,c7b21a4e2c14f5ee,external_train,case_and_suffix_noise
炉次号,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:separator_noise,2325c75caccb204c,external_train,separator_noise
炉次号_raw,steel_reheating_furnace,heat_id,useful,identifier,string,multi_angle:case_and_suffix_noise,494c1369f2c0a763,external_train,case_and_suffix_noise
2号线_PRODUCTION_RATE_测点A12,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:equipment_channel_context,d560b6f8d8099900,external_train,equipment_channel_context
2号线_THROUGHPUT_测点A12,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:equipment_channel_context,20204d4895af72b6,external_train,equipment_channel_context
2号线_产量_测点A12,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:equipment_channel_context,fe76b61b5d0202a4,external_train,equipment_channel_context
2号线_小时产量_测点A12,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:equipment_channel_context,47f22eb02df2ff55,external_train,equipment_channel_context
2号线_生产节奏_测点A12,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:equipment_channel_context,a3a72622348df939,external_train,equipment_channel_context
DCS-A-PRODUCTION_RATE-PV-07,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:dcs_vendor_envelope,a5403e0c838fc4f3,external_train,dcs_vendor_envelope
DCS-A-THROUGHPUT-PV-07,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:dcs_vendor_envelope,779fe41a9915823a,external_train,dcs_vendor_envelope
DCS-A-产量-PV-07,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:dcs_vendor_envelope,075ae4020a921a6e,external_train,dcs_vendor_envelope
DCS-A-小时产量-PV-07,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:dcs_vendor_envelope,24c53b54dee62dbb,external_train,dcs_vendor_envelope
DCS-A-生产节奏-PV-07,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:dcs_vendor_envelope,4f6f8c3544d12b43,external_train,dcs_vendor_envelope
PLC01.PRODUCTION_RATE.VALUE,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:plc_vendor_envelope,446c8c82fd392d1e,external_train,plc_vendor_envelope
PLC01.THROUGHPUT.VALUE,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:plc_vendor_envelope,bdfddf8e23195ea8,external_train,plc_vendor_envelope
PLC01.产量.VALUE,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:plc_vendor_envelope,bd7d115c0015aaff,external_train,plc_vendor_envelope
PLC01.小时产量.VALUE,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:plc_vendor_envelope,0ca238005caa73d1,external_train,plc_vendor_envelope
PLC01.生产节奏.VALUE,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:plc_vendor_envelope,8ccb01ecddfefeff,external_train,plc_vendor_envelope
PRODUCTION.RATE,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:separator_noise,6247b1748c04c019,external_train,separator_noise
PRODUCTION_RATE(t/h),steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_parenthesis,daf69db6e603519b,external_train,unit_parenthesis
PRODUCTION_RATE__t/h__AI,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_channel_mix,8cc26ef10310ab29,external_train,unit_channel_mix
THROUGHPUT,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:separator_noise,bacc447b29dd0d60,external_train,separator_noise
THROUGHPUT(t/h),steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_parenthesis,ec4493612f6edca7,external_train,unit_parenthesis
THROUGHPUT__t/h__AI,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_channel_mix,a5b7c24b0a3f5e67,external_train,unit_channel_mix
production_rate_raw,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:case_and_suffix_noise,2a9e14bdb131b418,external_train,case_and_suffix_noise
throughput_raw,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:case_and_suffix_noise,0a8eab25d9bcde47,external_train,case_and_suffix_noise
产量,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:separator_noise,90e2736c9ab78d69,external_train,separator_noise
产量(t/h),steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_parenthesis,51d9a3261353d64a,external_train,unit_parenthesis
产量__t/h__AI,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_channel_mix,30317bcdfebc0194,external_train,unit_channel_mix
产量_raw,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:case_and_suffix_noise,f7f842653d2e875a,external_train,case_and_suffix_noise
小时产量,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:separator_noise,126cc335617e708f,external_train,separator_noise
小时产量(t/h),steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_parenthesis,a08dc014904cbfbc,external_train,unit_parenthesis
小时产量__t/h__AI,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_channel_mix,71af9067b4e9bb1f,external_train,unit_channel_mix
小时产量_raw,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:case_and_suffix_noise,db797466609f253c,external_train,case_and_suffix_noise
生产节奏,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:separator_noise,6b7353f2d9d914f9,external_train,separator_noise
生产节奏(t/h),steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_parenthesis,310de828ae7f615a,external_train,unit_parenthesis
生产节奏__t/h__AI,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:unit_channel_mix,e59e39b38131ab29,external_train,unit_channel_mix
生产节奏_raw,steel_reheating_furnace,production_rate,useful,disturbance,t/h,multi_angle:case_and_suffix_noise,e1782c52f8d492d0,external_train,case_and_suffix_noise
2号线_SLAB_OUT_TEMP_C_测点A12,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:equipment_channel_context,e35760ef79245a20,external_train,equipment_channel_context
2号线_SLAB_OUT_TEMP_测点A12,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:equipment_channel_context,524c09da233ddbd0,external_train,equipment_channel_context
2号线_出炉温度_测点A12,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:equipment_channel_context,4e6599f63aea8a38,external_train,equipment_channel_context
2号线_出炉钢坯温度_测点A12,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:equipment_channel_context,6237ddfcddfc296f,external_train,equipment_channel_context
2号线_板坯出炉温度_测点A12,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:equipment_channel_context,93e6e73e31f8d816,external_train,equipment_channel_context
DCS-A-SLAB_OUT_TEMP-PV-07,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,9a7b458ff40b7edd,external_train,dcs_vendor_envelope
DCS-A-SLAB_OUT_TEMP_C-PV-07,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,01ab585f3006e7b1,external_train,dcs_vendor_envelope
DCS-A-出炉温度-PV-07,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,4b4089753d6933a5,external_train,dcs_vendor_envelope
DCS-A-出炉钢坯温度-PV-07,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,3862f1c47e481cf9,external_train,dcs_vendor_envelope
DCS-A-板坯出炉温度-PV-07,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:dcs_vendor_envelope,730153951e18199d,external_train,dcs_vendor_envelope
PLC01.SLAB_OUT_TEMP.VALUE,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,e9929f5e48b9998c,external_train,plc_vendor_envelope
PLC01.SLAB_OUT_TEMP_C.VALUE,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,859d1b5bf1080cc5,external_train,plc_vendor_envelope
PLC01.出炉温度.VALUE,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,e852f58c99866bd7,external_train,plc_vendor_envelope
PLC01.出炉钢坯温度.VALUE,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,ed84bb6586ab0e1d,external_train,plc_vendor_envelope
PLC01.板坯出炉温度.VALUE,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:plc_vendor_envelope,3fff1b62d2bacfd3,external_train,plc_vendor_envelope
SLAB.OUT.TEMP,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:separator_noise,fc69f318cb0f71ed,external_train,separator_noise
SLAB.OUT.TEMP.C,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:separator_noise,ba1994dbffec2dde,external_train,separator_noise
SLAB_OUT_TEMP(degC),steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_parenthesis,b47fad936f3bb078,external_train,unit_parenthesis
SLAB_OUT_TEMP_C(degC),steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_parenthesis,c878443db6a4af4d,external_train,unit_parenthesis
SLAB_OUT_TEMP_C__degC__AI,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_channel_mix,20d5a9c6afa1b8b6,external_train,unit_channel_mix
SLAB_OUT_TEMP__degC__AI,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_channel_mix,be7ff718338b696c,external_train,unit_channel_mix
slab_out_temp_c_raw,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,112a65b1b7d3da60,external_train,case_and_suffix_noise
slab_out_temp_raw,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,a73ec952a598ed10,external_train,case_and_suffix_noise
出炉温度,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:separator_noise,abf2bc6ad3a5afa9,external_train,separator_noise
出炉温度(degC),steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_parenthesis,d811fe68ed42965f,external_train,unit_parenthesis
出炉温度__degC__AI,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_channel_mix,4e076607da2d87d0,external_train,unit_channel_mix
出炉温度_raw,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,c5adc3933b480259,external_train,case_and_suffix_noise
出炉钢坯温度,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:separator_noise,6f1fbe4bb7e3b93f,external_train,separator_noise
出炉钢坯温度(degC),steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_parenthesis,8ee84b633537965d,external_train,unit_parenthesis
出炉钢坯温度__degC__AI,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_channel_mix,8e96a1055614545b,external_train,unit_channel_mix
出炉钢坯温度_raw,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,757875931dd8070f,external_train,case_and_suffix_noise
板坯出炉温度,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:separator_noise,df05acedaa15e188,external_train,separator_noise
板坯出炉温度(degC),steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_parenthesis,ca5e364573390bfc,external_train,unit_parenthesis
板坯出炉温度__degC__AI,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:unit_channel_mix,884a1fdbfc35aa31,external_train,unit_channel_mix
板坯出炉温度_raw,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,multi_angle:case_and_suffix_noise,574acc8ba51627e9,external_train,case_and_suffix_noise
2号线_slab_entry_temp_测点A12,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:equipment_channel_context,de5ccc7fefb697c4,external_train,equipment_channel_context
2号线_入炉温度_测点A12,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:equipment_channel_context,c49fc4fb3602529e,external_train,equipment_channel_context
2号线_入炉钢坯温度_测点A12,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:equipment_channel_context,ebda1c38c96cbf62,external_train,equipment_channel_context
2号线_板坯入炉温度_测点A12,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:equipment_channel_context,001c7b6359df86d5,external_train,equipment_channel_context
2号线_钢坯入口温度_测点A12,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:equipment_channel_context,0c2d077e293e6606,external_train,equipment_channel_context
DCS-A-slab_entry_temp-PV-07,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:dcs_vendor_envelope,f64bef2918ad5bd2,external_train,dcs_vendor_envelope
DCS-A-入炉温度-PV-07,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:dcs_vendor_envelope,55e498612fe149fa,external_train,dcs_vendor_envelope
DCS-A-入炉钢坯温度-PV-07,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:dcs_vendor_envelope,6561472be9ba959f,external_train,dcs_vendor_envelope
DCS-A-板坯入炉温度-PV-07,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:dcs_vendor_envelope,7c6b393fcece3a54,external_train,dcs_vendor_envelope
DCS-A-钢坯入口温度-PV-07,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:dcs_vendor_envelope,e6c2c159380f1a3f,external_train,dcs_vendor_envelope
PLC01.slab_entry_temp.VALUE,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:plc_vendor_envelope,59109e3236b8ccbe,external_train,plc_vendor_envelope
PLC01.入炉温度.VALUE,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:plc_vendor_envelope,71f0040f7b0503b5,external_train,plc_vendor_envelope
PLC01.入炉钢坯温度.VALUE,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:plc_vendor_envelope,282d4f2ad729df89,external_train,plc_vendor_envelope
PLC01.板坯入炉温度.VALUE,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:plc_vendor_envelope,bd5147c25e6de557,external_train,plc_vendor_envelope
PLC01.钢坯入口温度.VALUE,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:plc_vendor_envelope,778ded7212fcf1fc,external_train,plc_vendor_envelope
slab.entry.temp,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:separator_noise,e4f06d05894c63c0,external_train,separator_noise
slab_entry_temp(degC),steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_parenthesis,b1abebc293b18230,external_train,unit_parenthesis
slab_entry_temp__degC__AI,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_channel_mix,ca143f37521ee9ef,external_train,unit_channel_mix
slab_entry_temp_raw,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:case_and_suffix_noise,c9b6241f5d66c1f6,external_train,case_and_suffix_noise
入炉温度,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:separator_noise,04c5cbe7fd6e20cc,external_train,separator_noise
入炉温度(degC),steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_parenthesis,f13d64a430152c30,external_train,unit_parenthesis
入炉温度__degC__AI,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_channel_mix,00eb025406344b12,external_train,unit_channel_mix
入炉温度_raw,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:case_and_suffix_noise,2034ee7ecf2e49f7,external_train,case_and_suffix_noise
入炉钢坯温度,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:separator_noise,df2cb440a40a6b58,external_train,separator_noise
入炉钢坯温度(degC),steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_parenthesis,28012faa0b358eaf,external_train,unit_parenthesis
入炉钢坯温度__degC__AI,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_channel_mix,3d0c0776ed59546e,external_train,unit_channel_mix
入炉钢坯温度_raw,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:case_and_suffix_noise,b3340cdeb667d674,external_train,case_and_suffix_noise
板坯入炉温度,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:separator_noise,78c058b20e35fb7d,external_train,separator_noise
板坯入炉温度(degC),steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_parenthesis,3bb81c350a69f734,external_train,unit_parenthesis
板坯入炉温度__degC__AI,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_channel_mix,31c960eee657d245,external_train,unit_channel_mix
板坯入炉温度_raw,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:case_and_suffix_noise,5f3650a632648cd8,external_train,case_and_suffix_noise
钢坯入口温度,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:separator_noise,405219676626fb64,external_train,separator_noise
钢坯入口温度(degC),steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_parenthesis,27b3d20b7e3e89c4,external_train,unit_parenthesis
钢坯入口温度__degC__AI,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:unit_channel_mix,84582818198f1a65,external_train,unit_channel_mix
钢坯入口温度_raw,steel_reheating_furnace,slab_entry_temp,useful,disturbance,degC,multi_angle:case_and_suffix_noise,8131d4b7c47598e0,external_train,case_and_suffix_noise
2号线_slab_thickness_测点A12,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:equipment_channel_context,bc9982486cd3a0fd,external_train,equipment_channel_context
2号线_板坯厚度_测点A12,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:equipment_channel_context,a8befe58f22265d4,external_train,equipment_channel_context
2号线_钢坯厚度_测点A12,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:equipment_channel_context,78635b4daa020a5a,external_train,equipment_channel_context
DCS-A-slab_thickness-PV-07,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:dcs_vendor_envelope,56d171f73f062baa,external_train,dcs_vendor_envelope
DCS-A-板坯厚度-PV-07,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:dcs_vendor_envelope,c1620c1d9ef430b3,external_train,dcs_vendor_envelope
DCS-A-钢坯厚度-PV-07,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:dcs_vendor_envelope,018100efb1c30b59,external_train,dcs_vendor_envelope
PLC01.slab_thickness.VALUE,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:plc_vendor_envelope,e2195acc04d8f367,external_train,plc_vendor_envelope
PLC01.板坯厚度.VALUE,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:plc_vendor_envelope,42af33135ca6ea07,external_train,plc_vendor_envelope
PLC01.钢坯厚度.VALUE,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:plc_vendor_envelope,d86b07832afd3287,external_train,plc_vendor_envelope
slab.thickness,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:separator_noise,dd6700bbea833447,external_train,separator_noise
slab_thickness(mm),steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:unit_parenthesis,41dfd7eb7af9f449,external_train,unit_parenthesis
slab_thickness__mm__AI,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:unit_channel_mix,c5986f83b7e459d7,external_train,unit_channel_mix
slab_thickness_raw,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:case_and_suffix_noise,e93c08474afb9b64,external_train,case_and_suffix_noise
板坯厚度,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:separator_noise,ca75604654e34300,external_train,separator_noise
板坯厚度(mm),steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:unit_parenthesis,d17af9d2590a831a,external_train,unit_parenthesis
板坯厚度__mm__AI,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:unit_channel_mix,24f60e86f1d065b8,external_train,unit_channel_mix
板坯厚度_raw,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:case_and_suffix_noise,8e2ab4716f9c979d,external_train,case_and_suffix_noise
钢坯厚度,steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:separator_noise,b60b645604fc7dfc,external_train,separator_noise
钢坯厚度(mm),steel_reheating_furnace,slab_thickness,useful,disturbance,mm,multi_angle:unit_parenthesis,e0d44a145503b23f,external_train,unit_parenthesis
