采集时间,塔顶温度(℃),塔顶压力(kPa),回流流量(t/h),后续流程流量(t/h),第六塔板温度(℃),塔底温度A(℃),塔底温度B(℃),C4浓度(%)
2026-07-01 19:44:00,62.793,599.491,77.891,113.619,82.221,113.457,112.365,1.24
2026-07-01 19:45:00,62.647,596.519,77.785,113.683,82.145,113.353,112.274,1.23
2026-07-01 19:46:00,62.658,596.074,77.575,113.883,82.19,113.529,112.425,1.241
2026-07-01 19:47:00,62.712,595.152,77.637,113.696,82.288,113.324,112.126,1.247
2026-07-01 19:48:00,62.747,597.759,77.532,113.801,82.212,113.32,112.31,1.24
2026-07-01 19:49:00,62.758,597.317,77.357,113.882,82.298,113.619,112.489,1.259
2026-07-01 19:50:00,62.676,596.459,77.741,113.174,82.063,113.348,112.306,1.233
2026-07-01 19:51:00,62.705,596.03,77.599,114.316,82.192,113.253,112.204,1.232
2026-07-01 19:52:00,62.723,592.888,77.279,114.002,82.214,113.428,112.237,1.241
2026-07-01 19:53:00,62.623,597.503,77.665,113.975,82.417,113.478,112.233,1.246
2026-07-01 19:54:00,62.787,596.558,77.473,113.884,82.371,113.427,112.34,1.255
2026-07-01 19:55:00,62.735,596.949,77.306,114.032,82.312,113.383,112.213,1.273
2026-07-01 19:56:00,62.708,597.184,77.4,113.722,82.272,113.537,112.334,1.25
2026-07-01 19:57:00,62.695,593.982,78.076,114.013,82.14,113.46,112.346,1.238
2026-07-01 19:58:00,62.741,595.478,77.038,114.415,82.265,113.337,112.048,1.245
2026-07-01 19:59:00,62.741,594.816,77.475,114.543,82.385,113.601,112.352,1.25
2026-07-01 20:00:00,62.665,594.354,77.712,114.114,82.425,113.557,112.342,1.225
2026-07-01 20:01:00,62.636,592.462,77.506,114.047,82.241,113.46,112.315,1.247
2026-07-01 20:02:00,62.809,596.725,78.051,114.268,82.228,113.465,112.251,1.251
2026-07-01 20:03:00,62.731,595.336,77.472,114.251,82.229,113.364,112.029,1.268
2026-07-01 20:04:00,62.654,592.304,77.132,114.128,82.232,113.533,112.256,1.251
2026-07-01 20:05:00,62.65,592.05,77.124,114.13,82.302,113.31,112.161,1.259
2026-07-01 20:06:00,62.594,592.806,77.181,115.144,82.442,113.656,112.502,1.247
2026-07-01 20:07:00,62.616,593.217,77.565,114.309,82.35,113.412,112.176,1.225
2026-07-01 20:08:00,62.577,594.543,77.726,113.817,82.368,113.52,112.323,1.255
2026-07-01 20:09:00,62.606,591.852,77.197,114.863,82.301,113.225,112.054,1.238
2026-07-01 20:10:00,62.533,591.628,77.395,113.795,82.154,113.489,112.334,1.262
2026-07-01 20:11:00,62.633,594.166,77.571,114.217,82.165,113.434,112.192,1.25
2026-07-01 20:12:00,62.772,595.775,77.063,114.881,82.509,113.562,112.42,1.265
2026-07-01 20:13:00,62.555,593.174,77.091,114.646,82.538,113.519,112.257,1.235
2026-07-01 20:14:00,62.688,594.497,77.609,114.673,82.352,113.568,112.301,1.262
2026-07-01 20:15:00,62.573,592.889,77.758,114.576,82.134,113.424,112.262,1.246
2026-07-01 20:16:00,62.662,592.908,77.21,115.172,82.342,113.544,112.501,1.245
2026-07-01 20:17:00,62.565,592.924,77.074,114.081,82.349,113.487,112.376,1.259
2026-07-01 20:18:00,62.622,589.521,77.642,115.078,82.426,113.482,112.182,1.27
2026-07-01 20:19:00,62.485,590.693,77.491,114.888,82.326,113.387,112.224,1.273
2026-07-01 20:20:00,62.749,591.649,77.083,114.741,82.321,113.541,112.353,1.242
2026-07-01 20:21:00,62.654,592.409,77.863,114.321,82.226,113.395,112.148,1.257
2026-07-01 20:22:00,62.732,591.206,77.31,115.062,82.321,113.574,112.394,1.245
2026-07-01 20:23:00,62.506,588.885,77.49,115.204,82.501,113.535,112.361,1.242
2026-07-01 20:24:00,62.649,591.105,77.4,115.29,82.343,113.464,112.197,1.25
2026-07-01 20:25:00,62.678,592.935,77.025,115.415,82.503,113.453,112.337,1.254
2026-07-01 20:26:00,62.596,589.859,77.331,115.226,82.322,113.434,112.356,1.254
2026-07-01 20:27:00,62.608,590.972,77.12,115.026,82.41,113.357,112.232,1.258
2026-07-01 20:28:00,62.506,590.381,77.079,115.22,82.4,113.422,112.215,1.273
2026-07-01 20:29:00,62.728,589.209,77.078,115.215,82.375,113.704,112.454,1.278
2026-07-01 20:30:00,62.544,588.986,77.072,115.072,82.5,113.27,111.988,1.261
2026-07-01 20:31:00,62.636,589.459,77.55,115.505,82.369,113.57,112.506,1.253
2026-07-01 20:32:00,62.563,590.786,77.287,115.132,82.443,113.295,112.239,1.253
2026-07-01 20:33:00,62.707,586.937,76.939,114.873,82.228,113.377,112.28,1.26
2026-07-01 20:34:00,62.473,589.895,77.251,115.201,82.34,113.32,112.199,1.27
2026-07-01 20:35:00,62.663,592.255,77.247,115.593,82.433,113.5,112.219,1.264
2026-07-01 20:36:00,62.725,591.425,76.941,116.178,82.538,113.507,112.281,1.265
2026-07-01 20:37:00,62.642,587.427,76.876,115.54,82.406,113.276,112.091,1.252
2026-07-01 20:38:00,62.435,587.292,77.234,115.664,82.28,113.551,112.427,1.264
2026-07-01 20:39:00,62.508,589.666,76.928,115.89,82.405,113.455,112.352,1.278
2026-07-01 20:40:00,62.608,591.407,76.758,115.659,82.369,113.395,112.352,1.252
2026-07-01 20:41:00,62.522,589.785,77.155,115.617,82.541,113.514,112.31,1.259
2026-07-01 20:42:00,62.588,589.083,76.839,115.963,82.379,113.314,112.336,1.265
2026-07-01 20:43:00,62.517,587.398,76.86,115.898,82.489,113.485,112.306,1.274
2026-07-01 20:44:00,62.692,589.836,76.556,115.826,82.386,113.436,112.398,1.29
2026-07-01 20:45:00,62.451,584.318,76.695,116.256,82.539,113.524,112.443,1.26
2026-07-01 20:46:00,62.551,587.777,76.784,116.149,82.553,113.455,112.481,1.262
2026-07-01 20:47:00,62.491,586.759,76.862,116.218,82.517,113.289,112.33,1.26
2026-07-01 20:48:00,62.644,588.02,76.602,116.181,82.476,113.456,112.438,1.258
2026-07-01 20:49:00,62.54,585.533,77.112,115.858,82.469,113.393,112.286,1.257
2026-07-01 20:50:00,62.534,586.879,76.436,115.723,82.556,113.461,112.541,1.28
2026-07-01 20:51:00,62.56,586.855,76.299,116.351,82.562,113.392,112.3,1.251
2026-07-01 20:52:00,62.504,587.267,76.714,116.774,82.422,113.306,112.274,1.27
2026-07-01 20:53:00,62.476,585.937,76.425,116.124,82.632,113.503,112.535,1.264
2026-07-01 20:54:00,62.513,585.497,76.512,116.386,82.604,113.602,112.617,1.269
2026-07-01 20:55:00,62.69,586.792,76.341,116.35,82.366,113.443,112.537,1.269
2026-07-01 20:56:00,62.461,584.482,77.159,116.558,82.543,113.283,112.393,1.272
2026-07-01 20:57:00,62.441,584.636,76.7,116.555,82.536,113.48,112.524,1.293
2026-07-01 20:58:00,62.552,584.936,75.93,116.54,82.531,113.471,112.492,1.278
2026-07-01 20:59:00,62.504,583.479,75.903,116.815,82.589,113.278,112.467,1.275
2026-07-01 21:00:00,62.56,585.373,75.954,117.233,82.499,113.183,112.302,1.275
2026-07-01 21:01:00,62.658,585.137,76.854,116.654,82.588,113.531,112.652,1.263
2026-07-01 21:02:00,62.604,584.305,76.308,116.787,82.591,113.465,112.636,1.28
2026-07-01 21:03:00,62.606,584.822,76.155,117.247,82.448,113.507,112.654,1.29
2026-07-01 21:04:00,62.481,582.446,76.068,117.201,82.477,113.59,112.657,1.272
2026-07-01 21:05:00,62.51,584.347,75.807,117.02,82.647,113.31,112.405,1.271
2026-07-01 21:06:00,62.611,584.909,76.562,117.177,82.598,113.256,112.432,1.281
2026-07-01 21:07:00,62.579,585.527,76.012,117.698,82.715,113.559,112.715,1.276
2026-07-01 21:08:00,62.365,581.408,76.418,117.063,82.658,113.347,112.492,1.281
2026-07-01 21:09:00,62.447,583.573,76.074,117.156,82.687,113.364,112.521,1.289
2026-07-01 21:10:00,62.506,581.456,76.061,117.211,82.625,113.504,112.85,1.291
2026-07-01 21:11:00,62.641,584.701,76.194,117.119,82.575,113.39,112.558,1.287
2026-07-01 21:12:00,62.636,583.566,75.92,117.421,82.58,113.413,112.598,1.295
2026-07-01 21:13:00,62.527,581.922,75.224,117.663,82.772,113.55,112.807,1.27
2026-07-01 21:14:00,62.691,584.052,75.972,117.492,82.78,113.457,112.728,1.295
2026-07-01 21:15:00,62.562,581.451,76.067,117.761,82.653,113.476,112.85,1.287
2026-07-01 21:16:00,62.539,581.427,75.744,117.225,82.694,113.32,112.696,1.304
2026-07-01 21:17:00,62.41,582.901,75.324,117.491,82.681,113.509,112.856,1.301
2026-07-01 21:18:00,62.501,580.804,75.663,117.52,82.657,113.528,112.912,1.301
2026-07-01 21:19:00,62.621,583.684,75.448,117.476,82.706,113.631,112.876,1.3
2026-07-01 21:20:00,62.565,580.698,75.255,117.627,82.572,113.557,112.867,1.308
2026-07-01 21:21:00,62.441,583.415,75.292,117.793,82.642,113.462,112.84,1.313
2026-07-01 21:22:00,62.482,581.82,75.4,117.897,82.713,113.503,112.9,1.303
2026-07-01 21:23:00,62.517,581.707,75.057,117.965,82.794,113.495,112.829,1.303
2026-07-01 21:24:00,62.45,580.484,75.173,118.128,82.724,113.568,112.985,1.298
2026-07-01 21:25:00,62.499,582.573,74.945,118.619,82.76,113.42,112.721,1.304
2026-07-01 21:26:00,62.514,579.605,75.002,118.123,82.687,113.481,112.86,1.284
2026-07-01 21:27:00,62.476,581.226,75.159,118.179,82.592,113.453,112.922,1.309
2026-07-01 21:28:00,62.459,579.894,74.414,117.68,82.71,113.49,112.901,1.319
2026-07-01 21:29:00,62.48,581.68,18.75,118.371,82.65,113.516,112.943,1.295
2026-07-01 21:30:00,62.453,579.867,75.186,117.7,82.768,113.692,113.214,1.304
2026-07-01 21:31:00,62.442,576.949,74.673,118.719,82.601,113.497,112.98,1.314
2026-07-01 21:32:00,62.451,580.235,75.046,118.533,82.912,113.462,112.943,1.327
2026-07-01 21:33:00,62.556,582.045,74.827,118.75,82.734,113.502,112.968,1.312
2026-07-01 21:34:00,62.403,579.512,74.871,118.33,82.75,113.304,112.961,1.323
2026-07-01 21:35:00,62.446,578.981,75.216,119.087,82.663,113.541,113.227,1.313
2026-07-01 21:36:00,62.616,580.611,74.187,118.54,82.852,113.388,112.966,1.32
2026-07-01 21:37:00,62.516,578.372,74.691,118.157,82.801,113.444,113.056,1.327
2026-07-01 21:38:00,62.46,577.647,74.772,118.413,82.89,113.508,113.121,1.322
2026-07-01 21:39:00,62.366,577.631,75.256,118.784,82.718,113.301,112.972,1.312
2026-07-01 21:40:00,62.526,580.132,74.354,118.85,82.804,113.691,113.224,1.317
2026-07-01 21:41:00,62.397,578.57,74.412,118.844,82.663,113.367,112.94,1.324
2026-07-01 21:42:00,62.424,575.579,74.709,118.552,82.86,113.461,113.286,1.337
2026-07-01 21:43:00,62.451,578.604,74.161,118.962,82.819,113.447,113.193,1.325
2026-07-01 21:44:00,62.454,577.903,74.015,118.967,82.709,113.636,113.414,1.297
2026-07-01 21:45:00,62.469,577.346,74.255,118.662,82.865,113.492,113.273,1.343
2026-07-01 21:46:00,62.494,576.815,74.499,119.346,82.81,113.607,113.368,1.327
2026-07-01 21:47:00,62.444,576.608,73.997,119.12,82.955,113.558,113.423,1.311
2026-07-01 21:48:00,62.417,575.231,73.887,119.49,82.69,113.642,113.305,1.327
2026-07-01 21:49:00,62.412,576.005,74.04,119.312,82.852,113.57,113.397,1.323
2026-07-01 21:50:00,62.39,578.262,73.959,119.748,82.914,113.519,113.372,1.343
2026-07-01 21:51:00,62.327,575.149,73.684,119.862,82.984,113.535,113.392,1.32
2026-07-01 21:52:00,62.482,575.623,74.239,119.371,82.905,113.349,113.208,1.356
2026-07-01 21:53:00,62.385,575.854,73.583,120.295,82.842,113.607,113.51,1.327
2026-07-01 21:54:00,62.489,574.626,73.807,119.258,82.881,113.498,113.43,1.339
2026-07-01 21:55:00,62.328,573.334,73.488,119.587,83.018,113.31,113.223,1.34
2026-07-01 21:56:00,62.473,573.786,73.988,119.761,82.941,113.497,113.456,1.333
2026-07-01 21:57:00,62.364,576.002,73.602,119.463,82.885,113.688,113.647,1.337
2026-07-01 21:58:00,62.402,576.015,73.411,120.129,83.017,113.59,113.539,1.332
2026-07-01 21:59:00,62.476,572.47,73.677,119.448,82.921,113.507,113.493,1.359
2026-07-01 22:00:00,62.377,575.426,73.402,119.612,82.795,113.57,113.481,1.321
2026-07-01 22:01:00,62.373,575.553,73.016,119.617,83.027,113.596,113.662,1.321
2026-07-01 22:02:00,62.505,577.134,73.488,120.211,82.892,113.655,113.63,1.354
2026-07-01 22:03:00,62.341,573.864,73.62,120.045,83.019,113.646,113.791,1.343
2026-07-01 22:04:00,62.544,573.051,72.747,120.075,82.811,113.565,113.593,1.347
2026-07-01 22:05:00,62.497,573.616,72.991,120.258,82.966,113.674,113.729,1.369
2026-07-01 22:06:00,62.542,574.891,72.956,120.655,83.052,113.376,113.577,1.353
2026-07-01 22:07:00,62.472,574.423,73.582,120.33,82.99,113.481,113.584,1.353
2026-07-01 22:08:00,62.429,576.768,72.743,120.101,82.973,113.55,113.571,1.366
2026-07-01 22:09:00,62.454,573.697,73.346,120.337,82.873,113.564,113.802,1.347
2026-07-01 22:10:00,62.317,572.793,72.984,120.963,83.035,113.499,113.717,1.348
2026-07-01 22:11:00,62.452,575.452,72.483,120.904,83.013,113.613,113.902,1.371
2026-07-01 22:12:00,62.404,572.482,72.756,120.841,83.015,113.455,113.775,1.351
2026-07-01 22:13:00,62.309,570.502,72.997,121.006,82.974,113.646,113.73,1.359
2026-07-01 22:14:00,62.362,572.146,72.937,120.636,83.072,113.492,113.589,1.363
2026-07-01 22:15:00,62.383,571.66,72.39,120.718,82.87,113.414,113.588,1.376
2026-07-01 22:16:00,62.348,572.5,72.605,120.697,83.059,113.524,113.681,1.353
2026-07-01 22:17:00,62.489,574.139,72.214,121.216,83.106,113.626,113.893,1.363
2026-07-01 22:18:00,62.435,572.057,72.635,120.825,83.042,113.596,113.866,1.376
2026-07-01 22:19:00,62.355,573.152,72.671,120.924,82.933,113.418,113.849,1.358
2026-07-01 22:20:00,62.57,573.731,72.556,120.82,82.972,113.438,113.761,1.352
2026-07-01 22:21:00,62.467,570.513,72.613,121.568,83.046,113.59,113.845,1.374
2026-07-01 22:22:00,62.287,571.633,72.345,121.582,83.196,113.464,113.789,1.365
2026-07-01 22:23:00,62.353,570.236,72.242,121.023,82.969,113.52,114.049,1.386
2026-07-01 22:24:00,62.269,570.879,72.429,121.261,83.017,113.524,113.812,1.365
2026-07-01 22:25:00,62.422,571.933,71.762,121.014,83.035,113.627,113.989,1.355
2026-07-01 22:26:00,62.395,569.981,71.884,120.757,83.132,113.358,113.695,1.367
2026-07-01 22:27:00,62.419,573.018,72.273,121.616,82.928,113.688,114.109,1.388
2026-07-01 22:28:00,62.285,569.653,72.039,121.521,83.094,113.471,113.955,1.374
2026-07-01 22:29:00,62.294,570.905,71.729,121.805,82.975,113.607,114.143,1.393
2026-07-01 22:30:00,62.337,570.607,71.971,121.703,83.207,113.673,114.168,1.385
2026-07-01 22:31:00,62.379,569.605,71.681,121.655,83.168,113.408,113.825,1.378
2026-07-01 22:32:00,62.378,569.158,71.206,122.203,83.034,113.677,114.178,1.381
2026-07-01 22:33:00,62.439,570.934,70.981,121.242,82.94,113.453,113.943,1.39
2026-07-01 22:34:00,62.456,570.418,71.522,121.72,83.16,113.544,114.174,1.376
2026-07-01 22:35:00,62.356,567.905,71.632,122.29,83.047,113.373,113.84,1.371
2026-07-01 22:36:00,62.529,570.701,71.997,122.256,82.938,113.581,114.112,1.385
2026-07-01 22:37:00,62.278,568.929,71.586,122.126,83.198,113.645,114.3,1.388
2026-07-01 22:38:00,62.487,568.521,71.256,121.96,83.163,113.575,114.268,1.379
2026-07-01 22:39:00,62.362,567.022,71.496,122.474,83.07,113.54,114.064,1.399
2026-07-01 22:40:00,62.488,568.99,71.529,122.283,83.043,113.535,114.181,1.396
2026-07-01 22:41:00,62.417,568.396,71.563,122.309,83.242,113.592,114.333,1.384
2026-07-01 22:42:00,62.392,568.423,70.991,121.924,83.274,113.613,114.25,1.396
2026-07-01 22:43:00,62.448,568.265,70.639,122.256,83.196,113.581,114.239,1.404
2026-07-01 22:44:00,62.288,567.531,71.42,122.884,83.284,113.621,114.416,1.387
2026-07-01 22:45:00,62.364,568.442,71.178,122.391,83.372,113.51,114.211,1.398
2026-07-01 22:46:00,62.489,567.029,70.543,122.764,83.37,113.521,114.291,1.374
2026-07-01 22:47:00,62.395,568.54,71.13,122.24,83.187,113.512,114.211,1.399
2026-07-01 22:48:00,62.351,567.631,70.588,123.012,83.22,113.458,114.148,1.404
2026-07-01 22:49:00,62.32,565.972,70.249,122.976,83.419,113.595,114.439,1.404
2026-07-01 22:50:00,62.354,567.848,70.631,122.329,83.183,113.426,114.231,1.4
2026-07-01 22:51:00,62.262,566.953,70.536,123.025,83.264,113.368,114.208,1.402
2026-07-01 22:52:00,62.352,566.195,70.65,122.716,83.381,113.575,114.457,1.382
2026-07-01 22:53:00,62.357,566.695,70.394,122.462,83.131,113.484,114.365,1.419
2026-07-01 22:54:00,62.292,565.586,70.172,122.873,83.351,113.761,114.573,1.409
2026-07-01 22:55:00,62.55,567.012,70.924,123.013,83.323,113.485,114.397,1.393
2026-07-01 22:56:00,62.234,564.532,70.524,122.6,82.987,113.67,114.633,1.416
2026-07-01 22:57:00,62.469,567.517,70.08,122.553,83.116,113.784,114.668,1.415
2026-07-01 22:58:00,62.267,565.948,70.334,123.346,83.206,113.47,114.333,1.427
2026-07-01 22:59:00,62.346,567.823,70.313,122.806,83.251,113.54,114.405,1.396
2026-07-01 23:00:00,62.275,563.948,70.028,122.713,83.262,113.416,114.298,1.421
2026-07-01 23:01:00,62.355,565.343,70.025,123.299,83.291,113.584,114.508,1.422
2026-07-01 23:02:00,62.341,563.643,70.034,123.25,83.312,113.572,114.6,1.42
2026-07-01 23:03:00,62.414,566.292,69.869,123.555,83.365,113.574,114.465,1.434
2026-07-01 23:04:00,62.372,565.748,69.88,123.107,83.324,113.745,114.697,1.43
2026-07-01 23:05:00,62.332,563.682,70.048,123.101,83.3,113.758,114.591,1.402
2026-07-01 23:06:00,62.503,564.377,69.541,123.735,83.375,113.656,114.677,1.414
2026-07-01 23:07:00,62.182,563.727,69.862,123.661,83.296,113.72,114.781,1.44
2026-07-01 23:08:00,62.365,566.841,69.896,123.284,83.391,113.54,114.542,1.439
2026-07-01 23:09:00,62.349,566.04,70.414,123.661,83.375,113.721,114.762,1.442
2026-07-01 23:10:00,62.329,565.056,69.571,123.204,83.33,113.633,114.662,1.432
2026-07-01 23:11:00,62.233,563.634,69.207,123.726,83.542,113.52,114.604,1.412
2026-07-01 23:12:00,62.334,564.133,69.895,123.845,83.454,113.534,114.521,1.419
2026-07-01 23:13:00,62.361,567.123,69.592,123.381,83.203,113.72,114.739,1.439
2026-07-01 23:14:00,62.419,564.787,69.943,123.907,83.472,113.617,114.743,1.426
2026-07-01 23:15:00,62.361,562.92,69.523,123.251,83.148,113.654,114.689,1.456
2026-07-01 23:16:00,62.33,565.53,69.244,123.741,83.38,113.414,114.628,1.441
2026-07-01 23:17:00,62.309,566.038,69.65,123.961,83.439,113.664,114.742,1.432
2026-07-01 23:18:00,62.368,564.876,69.124,123.697,83.278,113.716,114.737,1.433
2026-07-01 23:19:00,62.44,565.091,69.277,123.937,83.199,113.718,114.819,1.427
2026-07-01 23:20:00,62.319,563.539,69.11,124.124,83.324,113.716,114.873,1.418
2026-07-01 23:21:00,62.23,561.891,69.056,123.803,83.45,113.484,114.535,1.457
2026-07-01 23:22:00,62.437,562.231,69.181,124.273,83.405,113.457,114.485,1.439
2026-07-01 23:23:00,62.366,564.853,69.187,123.635,83.426,113.571,114.687,1.449
2026-07-01 23:24:00,62.298,563.866,69.312,123.945,83.298,113.565,114.69,1.47
2026-07-01 23:25:00,62.365,562.59,68.975,124.059,83.392,113.692,114.819,1.45
2026-07-01 23:26:00,62.289,562.558,69.032,124.588,83.413,113.583,114.559,1.456
2026-07-01 23:27:00,62.3,563.515,69.071,123.498,83.388,113.478,114.629,1.446
2026-07-01 23:28:00,62.373,563.419,68.767,124.355,83.53,113.542,114.613,1.442
2026-07-01 23:29:00,62.287,562.841,68.777,124.229,83.498,113.688,114.826,1.471
2026-07-01 23:30:00,62.381,564.963,69.394,124.144,83.49,113.72,114.897,1.449
2026-07-01 23:31:00,62.362,560.181,68.746,124.126,83.395,113.477,114.753,1.451
2026-07-01 23:32:00,62.307,563.503,68.642,124.305,83.347,113.806,114.99,1.453
2026-07-01 23:33:00,62.372,563.95,69.179,124.365,83.365,113.505,114.779,1.451
2026-07-01 23:34:00,62.267,561.953,68.736,124.64,83.446,113.71,114.811,1.449
2026-07-01 23:35:00,62.177,560.559,68.479,124.471,83.447,113.771,114.974,1.477
2026-07-01 23:36:00,62.42,561.026,68.755,123.848,83.496,113.806,114.863,1.465
2026-07-01 23:37:00,62.257,562.824,68.647,124.519,83.619,113.489,114.738,1.461
2026-07-01 23:38:00,62.289,561.435,69.125,125.03,83.541,113.599,114.9,1.461
2026-07-01 23:39:00,62.416,561.556,68.538,125.134,83.361,113.836,114.958,1.469
2026-07-01 23:40:00,62.256,561.694,68.023,124.135,83.563,113.49,114.612,1.47
2026-07-01 23:41:00,62.332,562.969,68.801,125.291,83.397,113.543,114.675,1.467
2026-07-01 23:42:00,62.493,562.515,68.577,124.263,83.362,113.525,114.652,1.451
2026-07-01 23:43:00,62.381,562.277,67.84,125.066,83.495,113.627,114.733,1.476
2026-07-01 23:44:00,62.326,562.413,68.064,124.666,83.391,113.541,114.749,1.456
2026-07-01 23:45:00,62.382,563.493,68.557,123.984,83.557,113.725,114.839,1.457
2026-07-01 23:46:00,62.284,559.9,68.261,125.143,83.528,113.585,114.836,1.46
2026-07-01 23:47:00,62.374,561.829,68.453,124.87,83.613,113.543,114.768,1.453
2026-07-01 23:48:00,62.272,562.29,68.695,124.944,83.516,113.584,114.73,1.462
2026-07-01 23:49:00,62.355,561.301,68.182,124.498,83.239,113.668,114.935,1.491
2026-07-01 23:50:00,62.329,563.696,68.444,124.419,83.527,113.563,114.826,1.464
2026-07-01 23:51:00,62.533,563.72,67.945,124.595,83.568,113.458,114.649,1.476
2026-07-01 23:52:00,62.299,562.631,67.934,124.469,83.415,113.623,114.872,1.458
2026-07-01 23:53:00,62.306,559.9,68.394,125.236,83.499,113.527,114.71,1.479
2026-07-01 23:54:00,62.322,562.009,68.493,124.894,83.394,113.851,114.966,1.471
2026-07-01 23:55:00,62.291,558.255,67.932,124.845,83.458,113.501,114.695,1.478
2026-07-01 23:56:00,62.338,562.544,68.298,124.944,83.568,113.568,114.797,1.476
2026-07-01 23:57:00,62.26,558.397,68.111,125.148,83.576,113.439,114.611,1.478
2026-07-01 23:58:00,62.26,560.547,68.226,124.969,83.412,113.545,114.664,1.493
2026-07-01 23:59:00,62.326,562.14,68.232,125.12,83.499,113.651,114.837,1.465
2026-07-02 00:00:00,62.182,561.134,68.254,125.319,83.708,113.738,114.893,1.459
2026-07-02 00:01:00,62.26,560.298,68.499,124.286,83.533,113.64,114.706,1.476
2026-07-02 00:02:00,62.292,560.616,67.91,125.245,83.72,113.604,114.829,1.468
2026-07-02 00:03:00,62.264,559.084,67.763,126.022,83.552,113.431,114.551,1.475
2026-07-02 00:04:00,62.461,559.708,68.07,125.097,83.561,113.597,114.816,1.472
2026-07-02 00:05:00,62.342,558.11,68.027,125.452,83.592,113.485,114.661,1.484
2026-07-02 00:06:00,62.247,559.122,67.812,124.674,83.515,113.605,114.75,1.482
2026-07-02 00:07:00,62.256,559.19,68.142,124.852,83.593,113.55,114.734,1.484
2026-07-02 00:08:00,62.133,559.572,67.564,124.878,83.437,113.386,114.519,1.497
2026-07-02 00:09:00,62.389,559.739,67.861,124.847,83.488,113.429,114.642,1.482
2026-07-02 00:10:00,62.284,557.372,67.751,125.507,83.569,113.504,114.575,1.474
2026-07-02 00:11:00,62.298,559.368,67.836,125.511,83.615,113.642,114.733,1.478
2026-07-02 00:12:00,62.415,562.034,67.451,125.264,83.621,113.702,114.909,1.502
2026-07-02 00:13:00,62.311,559.891,68.269,124.722,83.5,113.543,114.672,1.478
2026-07-02 00:14:00,62.339,558.872,68.442,125.046,83.566,113.406,114.598,1.495
2026-07-02 00:15:00,62.114,558.722,68.012,125.302,83.448,113.583,114.737,1.495
2026-07-02 00:16:00,62.364,561.799,68.451,125.206,83.616,113.56,114.594,1.486
2026-07-02 00:17:00,62.383,557.673,67.718,125.129,83.613,113.478,114.592,1.517
2026-07-02 00:18:00,62.31,560.528,67.454,125.543,83.547,113.582,114.684,1.51
2026-07-02 00:19:00,62.286,560.759,67.588,124.826,83.432,113.636,114.597,1.494
2026-07-02 00:20:00,62.33,560.173,67.68,125.307,83.498,113.558,114.721,1.504
2026-07-02 00:21:00,62.424,558.792,68.275,125.569,83.497,113.823,114.824,1.507
2026-07-02 00:22:00,62.316,559.248,67.754,125.398,83.7,113.584,114.693,1.498
2026-07-02 00:23:00,62.341,560.186,67.731,124.683,83.356,113.613,114.678,1.478
2026-07-02 00:24:00,62.39,558.464,68.105,125.067,83.548,113.702,114.77,1.494
2026-07-02 00:25:00,62.334,560.153,67.508,125.544,83.6,113.641,114.622,1.482
2026-07-02 00:26:00,62.391,560.736,67.809,125.764,83.625,113.719,114.768,1.497
2026-07-02 00:27:00,62.09,558.308,67.808,126.027,83.754,113.779,114.837,1.481
2026-07-02 00:28:00,62.391,557.977,67.743,125.638,83.539,113.537,114.596,1.511
2026-07-02 00:29:00,62.39,560.864,68.384,125.106,83.609,113.661,114.666,1.511
2026-07-02 00:30:00,62.404,557.501,67.885,125.041,83.592,113.674,114.663,1.493
2026-07-02 00:31:00,62.479,560.833,68.087,125.607,83.474,113.693,114.703,1.485
2026-07-02 00:32:00,62.428,557.82,67.312,124.872,83.362,113.509,114.596,1.531
2026-07-02 00:33:00,62.303,560.03,68.02,125.956,83.373,113.615,114.518,6.977
2026-07-02 00:34:00,62.273,557.447,67.801,126.032,83.622,113.678,114.681,1.49
2026-07-02 00:35:00,62.15,558.067,68.384,125.676,83.451,113.561,114.555,1.493
2026-07-02 00:36:00,62.388,559.297,67.979,125.02,83.587,113.574,114.438,1.492
2026-07-02 00:37:00,62.266,556.758,68.033,125.395,83.508,113.56,114.428,1.501
2026-07-02 00:38:00,62.096,559.682,68.274,124.937,83.462,113.558,114.479,1.499
2026-07-02 00:39:00,62.246,557.916,67.617,125.736,83.61,113.638,114.596,1.507
2026-07-02 00:40:00,62.236,557.116,67.761,125.584,83.529,113.674,114.616,1.49
2026-07-02 00:41:00,62.289,556.754,67.79,125.675,83.68,113.678,114.65,1.524
2026-07-02 00:42:00,62.307,558.912,67.77,125.659,83.748,113.644,114.459,1.482
2026-07-02 00:43:00,62.295,557.286,68.303,125.287,83.444,113.703,114.561,1.489
2026-07-02 00:44:00,62.178,556.984,67.826,125.514,83.477,113.652,114.442,1.523
2026-07-02 00:45:00,62.321,556.925,67.559,125.748,83.565,113.544,114.469,1.513
2026-07-02 00:46:00,62.22,558.643,67.907,125.499,83.336,113.498,114.375,1.507
2026-07-02 00:47:00,62.316,559.684,68.009,126.032,83.591,113.531,114.294,1.496
2026-07-02 00:48:00,62.223,558.005,67.539,125.964,83.482,113.391,114.233,1.501
2026-07-02 00:49:00,62.377,558.577,68.056,125.665,83.562,113.552,114.351,1.512
2026-07-02 00:50:00,62.206,557.982,68.051,125.609,83.717,113.725,114.542,1.497
2026-07-02 00:51:00,62.314,559.816,67.902,125.272,83.558,113.497,114.36,1.492
2026-07-02 00:52:00,62.218,559.287,68.07,125.334,83.63,113.722,114.29,1.493
